Date,HH,MM,SS,Fc5.[uV],Fc3.[uV],Fc1.[uV],Fcz.[uV],Fc2.[uV],Fc4.[uV],Fc6.[uV],C5..[uV],C3..[uV],C1..[uV],Cz..[uV],C2..[uV],C4..[uV],C6..[uV],Cp5.[uV],Cp3.[uV],Cp1.[uV],Cpz.[uV],Cp2.[uV],Cp4.[uV],Cp6.[uV],Fp1.[uV],Fpz.[uV],Fp2.[uV],Af7.[uV],Af3.[uV],Afz.[uV],Af4.[uV],Af8.[uV],F7..[uV],F5..[uV],F3..[uV],F1..[uV],Fz..[uV],F2..[uV],F4..[uV],F6..[uV],F8..[uV],Ft7.[uV],Ft8.[uV],T7..[uV],T8..[uV],T9..[uV],T10.[uV],Tp7.[uV],Tp8.[uV],P7..[uV],P5..[uV],P3..[uV],P1..[uV],Pz..[uV],P2..[uV],P4..[uV],P6..[uV],P8..[uV],Po7.[uV],Po3.[uV],Poz.[uV],Po4.[uV],Po8.[uV],O1..[uV],Oz..[uV],O2..[uV],Iz..[uV]
12/08/2009,16,15,0.45625,-27,-36,-39,-42,-34,-20,-36,-49,-60,-63,-64,-63,-60,-51,-63,-83,-79,-73,-69,-81,-70,-18,-30,-27,-24,-27,-42,-37,-52,24,-40,-14,-37,-48,-39,-37,-17,-98,-17,-39,-42,-18,-37,-33,-55,-60,-74,-75,-59,-67,-86,-77,-74,-63,-54,-74,-88,-89,-67,-43,-86,-71,-77,-59
12/08/2009,16,15,0.4625,-16,-34,-41,-53,-44,-20,-26,-37,-51,-65,-72,-65,-56,-27,-55,-82,-81,-83,-76,-81,-58,-49,-35,-25,-25,-27,-54,-47,-60,26,-40,-22,-46,-59,-50,-44,-18,-91,-12,-33,-44,1,-22,-37,-49,-51,-71,-76,-69,-74,-94,-81,-76,-56,-41,-74,-89,-92,-63,-42,-87,-69,-71,-52
12/08/2009,16,15,0.46875,-13,-26,-37,-52,-44,-15,-14,-29,-37,-59,-68,-66,-47,-17,-32,-67,-70,-70,-58,-64,-43,-37,-33,-24,-17,-21,-47,-37,-21,24,-26,-16,-32,-46,-38,-33,-13,-88,0,-22,-29,-2,-16,-32,-17,-23,-37,-36,-32,-37,-59,-48,-48,-35,-27,-32,-46,-50,-33,-22,-65,-43,-35,-23
12/08/2009,16,15,0.475,-4,-13,-30,-51,-40,-13,-17,1,-14,-40,-56,-54,-40,-31,13,-31,-46,-52,-43,-53,-44,-42,-35,-27,-26,-32,-55,-39,-30,11,-40,-20,-48,-62,-48,-44,-17,-101,-22,-35,-33,-52,-25,-25,-20,-34,-28,-23,-17,-31,-53,-43,-46,-39,-42,-31,-43,-45,-34,-34,-44,-23,-13,-25
12/08/2009,16,15,0.48125,-19,-29,-46,-68,-53,-23,-31,-11,-25,-48,-65,-60,-41,-34,-21,-37,-49,-53,-39,-49,-41,-54,-50,-32,-30,-36,-63,-45,-39,11,-53,-27,-50,-62,-47,-43,-16,-100,-12,-32,-10,-19,-7,-58,-13,-25,-25,-27,-10,-16,-33,-19,-21,-16,-20,-20,-26,-18,-2,1,-31,-8,1,-32
12/08/2009,16,15,0.4875,-19,-26,-33,-42,-29,-2,-13,-17,-18,-29,-35,-33,-13,-4,-13,-24,-25,-23,-4,-14,-7,-38,-43,-34,-34,-40,-60,-47,-46,12,-45,-25,-51,-61,-45,-45,-21,-110,-9,-32,-26,-18,-1,-33,-16,-4,-13,-10,13,10,-5,6,3,3,-6,-4,-9,1,19,17,-17,5,8,-32
12/08/2009,16,15,0.49375,-32,-40,-49,-62,-48,-21,-29,-29,-21,-37,-44,-44,-25,-12,-7,-23,-23,-23,-6,-14,-11,-78,-58,-51,-66,-69,-80,-67,-59,-13,-65,-45,-71,-82,-68,-65,-39,-124,-41,-42,-32,-15,-34,-13,-19,-4,-31,-11,8,14,2,21,17,19,7,-6,-10,12,34,36,-10,15,14,-25
12/08/2009,16,15,0.5,-41,-39,-48,-61,-45,-20,-27,-37,-22,-34,-41,-34,-13,8,-7,-16,-16,-14,9,4,11,-86,-61,-53,-55,-59,-74,-65,-64,-12,-47,-44,-62,-71,-63,-59,-39,-121,-36,-30,-17,6,-35,-22,-22,1,-24,3,21,27,7,32,27,23,13,11,12,25,39,27,-4,21,15,-16
12/08/2009,16,15,0.50625,-38,-40,-50,-59,-43,-16,-22,-26,-24,-37,-43,-33,-12,5,8,-8,-12,-12,5,0,8,-65,-58,-43,-58,-60,-76,-62,-56,-9,-64,-44,-72,-79,-67,-65,-32,-108,-32,-24,-24,-6,-42,-23,-10,7,5,26,43,37,12,29,25,21,13,41,44,32,35,27,15,30,20,-8
12/08/2009,16,15,0.5125,-40,-50,-60,-71,-43,-8,-12,-18,-26,-39,-39,-32,-8,8,20,0,-7,-12,10,1,10,-41,-49,-30,-44,-49,-71,-48,-31,-16,-48,-33,-72,-74,-53,-48,-7,-94,-20,-4,-8,36,-33,-47,-10,14,11,33,48,41,15,28,24,22,11,46,45,30,31,29,30,34,23,-10
12/08/2009,16,15,0.51875,-27,-45,-47,-53,-14,25,15,-8,-29,-31,-26,-13,15,31,20,-2,-7,-6,20,11,22,-33,-22,-6,-42,-44,-44,-17,-8,1,-48,-14,-53,-48,-21,-23,19,-88,-8,13,-19,41,-34,-20,-14,1,16,27,37,39,13,32,27,27,19,43,36,30,40,44,30,31,22,-12
12/08/2009,16,15,0.525,-16,-39,-31,-27,7,40,23,-18,-41,-31,-25,-6,22,30,6,-21,-15,-11,18,12,22,-8,10,12,-8,-13,-14,2,-19,24,-40,12,-26,-21,2,-3,31,-91,-11,3,-46,0,-15,5,-1,10,19,16,23,24,4,25,22,28,25,43,29,18,31,36,29,26,17,-8
12/08/2009,16,15,0.53125,-21,-27,-12,-6,17,42,24,-40,-45,-27,-16,-3,25,30,-15,-32,-20,-13,15,12,25,5,18,23,13,10,7,13,8,30,-10,21,6,2,16,14,31,-83,-15,10,-25,38,-21,-8,-31,11,-21,-3,12,14,-1,20,20,24,17,21,13,8,21,17,14,14,3,-21
12/08/2009,16,15,0.5375,2,11,18,11,31,50,34,-7,-10,-1,-1,4,36,39,-5,-8,1,-2,30,24,31,20,30,30,39,34,23,22,21,43,23,35,31,21,27,25,40,-78,1,16,-23,26,-26,-9,-12,24,-5,16,37,36,22,36,35,34,25,31,30,27,31,31,4,8,-8,-42
12/08/2009,16,15,0.54375,15,29,30,12,29,44,32,10,18,14,5,3,37,33,16,13,20,12,40,27,31,2,11,12,6,4,3,12,3,30,0,27,15,2,10,12,36,-78,-3,11,-24,-2,-34,-10,1,23,2,21,42,39,22,35,32,31,22,29,25,20,26,26,6,12,-7,-48
12/08/2009,16,15,0.55,13,30,27,6,26,50,40,20,30,19,10,1,39,42,18,18,16,9,31,25,32,-7,11,26,6,3,5,22,21,31,2,32,10,5,17,24,54,-56,-6,26,-21,21,-40,5,-14,1,-16,3,22,16,-1,16,17,17,10,-6,-3,-9,12,14,-6,-1,-16,-56
12/08/2009,16,15,0.55625,7,25,14,-4,15,46,41,15,20,2,-14,-13,31,36,6,1,-4,-7,15,15,29,-13,0,10,1,-3,-2,11,3,30,4,24,-5,-8,10,12,43,-73,3,24,-16,40,-32,-3,-13,36,-17,-1,22,15,4,23,33,39,40,4,3,4,30,41,-17,-11,-14,-51
12/08/2009,16,15,0.5625,6,10,3,-11,13,47,43,12,13,-4,-13,-7,44,52,11,8,-1,-2,24,33,50,-6,3,14,6,1,4,17,7,34,17,29,4,-1,18,21,52,-65,4,33,-21,65,-16,-16,-7,43,-5,18,37,29,16,35,45,50,41,15,17,14,37,42,-13,-4,-8,-36
12/08/2009,16,15,0.56875,19,27,21,6,28,57,54,36,31,11,-2,2,50,71,37,25,12,2,27,35,56,25,29,40,22,17,25,32,27,48,17,38,22,17,31,31,51,-43,12,38,3,80,-2,-36,-4,29,3,22,38,29,11,26,32,37,26,22,19,6,23,22,-3,6,-7,-23
12/08/2009,16,15,0.575,38,39,21,-8,7,26,30,47,35,11,-15,-17,20,45,36,32,15,-4,18,18,39,22,33,40,34,29,18,20,18,62,12,26,17,3,12,11,26,-58,38,15,20,35,-14,-18,31,25,31,36,46,33,13,20,22,25,16,32,26,1,11,6,2,5,-18,-24
12/08/2009,16,15,0.58125,31,27,6,-24,-7,11,11,32,27,5,-15,-27,6,28,30,24,10,-4,13,11,25,-9,20,36,14,11,2,10,2,36,-3,14,-1,-8,8,7,30,-68,-8,7,-26,4,-21,10,6,17,2,18,23,18,1,10,16,23,17,11,7,-13,6,11,-8,-11,-30,-42
12/08/2009,16,15,0.5875,-3,7,-2,-21,7,32,26,-6,7,-2,-11,-18,25,31,17,7,1,-7,15,17,31,2,15,26,5,1,5,16,29,28,-14,16,-7,-9,11,8,31,-67,-6,11,1,12,2,2,12,20,1,14,20,12,-3,12,22,26,17,23,13,-9,14,13,-12,-15,-28,-33
12/08/2009,16,15,0.59375,-3,-5,-18,-33,-2,32,24,-6,-3,-15,-19,-12,32,36,7,2,0,-8,20,24,39,-2,13,24,5,0,-3,11,13,34,-22,16,-13,-17,6,8,34,-56,14,21,29,29,-17,2,-4,34,3,23,32,31,15,31,43,44,43,26,23,7,31,29,-4,-3,-16,-6
12/08/2009,16,15,0.6,17,9,-1,-11,30,68,56,22,11,7,11,31,68,69,23,22,22,21,54,58,72,17,32,49,27,23,21,32,35,54,11,49,21,20,44,51,75,-24,32,52,-7,79,-8,1,1,63,4,29,41,41,27,43,58,61,58,24,26,11,37,39,3,-1,-7,-14
12/08/2009,16,15,0.60625,42,35,31,21,67,107,93,22,15,21,30,58,91,98,27,24,29,33,64,70,85,68,61,76,61,58,57,68,60,79,33,82,51,51,76,77,95,-12,30,65,-13,79,30,-9,29,59,14,30,44,44,32,45,58,60,51,27,25,8,37,38,3,-5,-3,-37
12/08/2009,16,15,0.6125,27,31,37,31,71,106,93,-4,6,20,31,53,83,83,12,11,25,29,59,62,72,32,58,67,43,42,58,76,58,74,16,76,46,48,74,74,98,-8,22,58,8,48,19,35,5,48,-2,17,33,37,29,37,49,51,42,17,16,4,29,29,-6,-13,-11,-49
12/08/2009,16,15,0.61875,33,46,49,36,78,109,87,20,35,39,40,55,90,85,30,32,42,40,70,74,82,55,79,92,61,58,81,92,78,84,35,94,66,69,95,95,111,12,37,65,31,64,25,18,34,59,23,42,61,63,48,55,62,62,53,40,43,31,41,40,1,-1,-1,-27
12/08/2009,16,15,0.625,59,78,73,55,92,118,92,48,71,66,56,73,101,95,64,65,65,55,82,86,90,71,83,95,73,70,89,86,72,101,53,103,80,79,99,97,95,-13,54,51,44,64,34,20,59,63,51,66,79,79,62,70,75,70,57,52,59,48,54,48,21,29,33,-1
12/08/2009,16,15,0.63125,67,88,81,49,82,105,76,53,78,68,54,65,89,79,64,63,63,51,76,76,78,49,54,68,52,51,62,58,43,82,32,79,67,57,74,78,71,-33,49,28,48,26,5,27,14,44,15,43,64,63,49,56,59,53,41,34,41,36,43,31,24,37,50,-1
12/08/2009,16,15,0.6375,69,89,76,36,68,91,66,63,83,69,54,58,81,76,65,68,71,56,81,77,80,56,57,68,53,52,63,59,39,98,45,88,78,65,79,86,80,-22,79,44,47,70,13,9,42,60,47,75,100,98,78,86,92,86,79,83,81,73,80,82,39,52,72,20
12/08/2009,16,15,0.64375,79,102,93,60,83,102,77,64,97,90,76,71,97,98,82,83,89,74,97,97,102,33,45,63,31,32,58,60,67,68,33,81,69,61,73,72,69,-17,39,44,15,66,44,1,53,62,46,65,89,83,63,73,77,73,67,55,55,44,61,64,42,52,80,24
12/08/2009,16,15,0.65,32,67,65,37,52,69,53,22,62,57,40,34,60,67,50,49,52,36,53,55,67,14,29,54,4,5,36,43,49,39,2,53,44,37,54,51,51,-25,7,24,3,37,37,36,10,40,8,28,53,42,27,34,41,43,40,16,22,9,28,41,16,28,55,-1
12/08/2009,16,15,0.65625,23,51,54,33,50,59,47,26,55,51,41,35,49,51,47,43,43,35,48,49,57,39,36,55,27,24,44,46,45,73,8,62,52,49,60,55,55,-33,22,21,29,8,20,27,40,58,26,43,59,46,35,40,46,52,57,30,31,18,36,52,-3,13,27,-16
12/08/2009,16,15,0.6625,34,53,62,48,63,67,53,34,65,60,51,49,61,55,64,59,56,50,63,62,67,26,44,70,17,18,60,62,61,69,10,74,59,64,76,69,71,-36,32,31,25,41,23,10,55,65,43,61,76,69,56,61,65,67,68,45,45,36,57,64,6,24,29,1
12/08/2009,16,15,0.66875,42,65,79,64,85,88,72,42,74,74,69,73,91,83,77,73,76,69,85,84,88,39,52,76,22,24,70,71,64,62,8,79,65,72,84,77,77,-32,30,43,26,75,22,16,49,56,48,64,81,77,68,68,72,68,62,39,45,37,60,61,14,36,43,14
12/08/2009,16,15,0.675,34,61,81,73,88,87,67,43,78,78,76,74,97,82,88,73,79,72,87,84,84,40,58,79,39,40,73,69,58,63,14,83,72,75,82,74,67,-29,19,35,4,76,50,29,45,69,43,67,79,72,67,69,70,69,64,45,49,40,56,63,15,40,58,19
12/08/2009,16,15,0.68125,36,56,77,67,82,87,63,28,60,64,64,67,90,78,62,55,62,61,76,78,78,48,67,86,25,27,72,66,54,62,23,72,69,72,78,71,55,-32,31,21,53,27,43,23,40,60,23,42,51,51,49,56,59,59,55,32,29,25,46,54,10,35,62,17
12/08/2009,16,15,0.6875,32,38,58,59,72,73,40,8,22,37,48,52,78,54,29,23,36,44,64,69,64,24,32,43,6,8,44,32,17,57,-7,50,48,50,58,48,29,-56,10,4,-2,16,-18,24,12,53,1,18,28,35,38,50,55,56,51,13,10,15,40,43,-5,24,51,13
12/08/2009,16,15,0.69375,15,34,56,59,72,77,42,-5,22,48,61,60,86,68,29,26,44,56,77,79,76,26,32,40,14,16,56,40,3,56,11,72,68,69,77,68,50,-30,5,23,-17,61,-7,24,17,58,-1,18,39,40,47,52,59,56,48,3,5,10,34,31,-24,7,29,-4
12/08/2009,16,15,0.7,31,64,83,83,91,97,64,4,50,71,80,73,90,80,21,36,57,65,77,72,71,41,44,60,25,29,70,56,43,65,38,76,78,79,86,78,56,-21,17,22,19,39,17,26,19,37,-12,10,36,32,32,30,32,26,14,-14,-8,-11,2,-5,-43,-14,-1,-32
12/08/2009,16,15,0.70625,42,69,78,68,78,85,60,13,61,64,64,54,70,59,29,43,56,53,61,52,49,27,32,60,15,20,58,54,56,68,33,70,62,64,74,67,58,-10,35,27,29,42,5,24,21,32,5,30,62,51,49,37,38,32,24,7,17,11,16,11,-39,-11,-5,-24
12/08/2009,16,15,0.7125,53,76,83,67,77,86,59,34,86,83,74,61,79,67,63,72,80,72,77,69,63,41,43,68,41,42,71,67,59,83,35,81,74,74,84,80,71,-3,53,44,44,62,19,-4,44,57,20,44,68,61,59,48,48,45,42,10,16,18,26,15,-21,7,7,4
12/08/2009,16,15,0.71875,57,76,83,68,79,86,59,45,86,75,66,58,79,73,56,60,65,55,63,62,62,8,30,49,17,20,50,50,36,61,5,56,44,46,62,57,52,-20,24,30,31,72,3,29,27,43,3,17,30,24,25,24,27,30,26,-21,-13,-15,4,-5,-30,-5,-4,-13
12/08/2009,16,15,0.725,20,37,43,25,41,56,41,15,50,38,31,26,54,66,26,30,34,24,35,41,49,-32,-4,15,-43,-41,8,15,13,8,-38,21,3,7,22,18,27,-45,-14,11,-11,51,-11,24,-10,30,-30,-4,14,7,6,12,16,23,22,-32,-26,-29,1,-1,-54,-31,-21,-53
12/08/2009,16,15,0.73125,1,20,26,8,19,37,32,2,34,28,21,15,39,53,14,20,24,17,31,34,46,-7,2,17,-21,-20,4,13,20,30,-20,12,7,5,15,19,29,-31,6,14,18,15,-32,22,-19,37,-35,-3,14,11,7,18,20,27,29,-21,-16,-16,11,11,-61,-30,-18,-50
12/08/2009,16,15,0.7375,26,26,32,13,19,25,19,30,42,36,29,14,26,36,29,30,33,30,33,30,37,-2,5,24,4,6,1,11,5,60,-3,10,8,1,11,14,19,-42,27,6,-11,18,-31,16,1,32,-6,17,34,29,18,22,22,24,24,6,8,-1,18,13,-37,-3,3,-11
12/08/2009,16,15,0.74375,24,24,25,10,9,13,10,13,41,35,29,4,15,29,29,31,34,32,30,20,26,4,-7,8,10,10,-5,1,1,46,-11,3,0,-6,2,3,10,-43,3,3,-25,26,18,10,21,18,7,23,34,21,14,14,16,16,15,6,2,-8,11,7,-13,14,11,16
12/08/2009,16,15,0.75,4,14,15,-4,-2,7,6,-11,27,19,8,-11,6,20,19,16,14,11,17,10,20,-7,-2,10,1,2,-19,-8,12,39,-25,-16,-14,-24,-15,-10,1,-26,-17,2,-5,23,27,-18,15,16,0,8,16,-3,-6,0,6,10,16,2,-11,-21,-1,5,-11,13,2,20
12/08/2009,16,15,0.75625,-16,-11,-10,-39,-20,4,11,-26,2,-10,-21,-28,9,28,8,-4,-10,-13,1,1,21,-39,-18,-4,-32,-30,-40,-24,-12,16,-51,-28,-42,-51,-34,-27,-5,-33,-30,1,-14,39,-15,10,12,8,-2,-3,2,-23,-27,-15,-11,-7,-6,-20,-31,-43,-20,-25,-30,-11,-22,-14
12/08/2009,16,15,0.7625,-25,-25,-27,-62,-35,4,12,-26,-10,-22,-27,-25,14,35,6,-17,-18,-20,-3,-5,16,-19,-20,-8,-19,-20,-39,-23,-12,22,-39,-27,-45,-50,-32,-23,5,-45,-23,0,-31,14,-13,35,-8,-13,-36,-28,-20,-33,-31,-17,-14,-8,-12,-45,-51,-49,-24,-23,-56,-33,-35,-45
12/08/2009,16,15,0.76875,-22,-33,-25,-55,-28,8,18,-49,-29,-25,-21,-20,19,26,-31,-37,-25,-18,-1,2,18,-20,-6,10,-13,-12,-33,-10,10,27,-27,-26,-44,-51,-29,-17,11,-36,-18,5,-23,27,-17,13,-23,15,-54,-44,-23,-31,-31,-14,-9,0,-2,-42,-52,-49,-21,-18,-68,-37,-30,-52
12/08/2009,16,15,0.775,-23,-46,-45,-72,-35,-5,11,-61,-47,-43,-42,-35,7,17,-43,-51,-40,-36,-14,-6,13,-8,-5,9,-7,-10,-43,-21,3,23,-33,-38,-61,-69,-48,-35,-15,-48,-29,-16,-23,5,-16,8,-26,11,-46,-40,-21,-36,-42,-25,-18,-8,-6,-36,-52,-53,-25,-20,-65,-33,-17,-39
12/08/2009,16,15,0.78125,-29,-50,-56,-91,-56,-26,-17,-54,-49,-51,-62,-55,-20,-6,-35,-47,-44,-51,-31,-25,-7,-11,-8,5,-12,-14,-46,-26,-8,14,-35,-44,-57,-67,-50,-37,-24,-54,-24,-29,-5,-21,-5,17,-26,-5,-38,-32,-14,-36,-45,-32,-26,-12,-8,-35,-46,-50,-31,-21,-60,-29,-15,-27
12/08/2009,16,15,0.7875,-10,-29,-34,-69,-42,-12,-11,-14,-15,-29,-42,-35,-4,7,-4,-16,-23,-34,-16,-11,7,-4,0,14,10,5,-35,-13,-14,41,-40,-31,-46,-55,-35,-24,-10,-40,-7,-12,-30,11,-15,-11,-15,23,-31,-22,-6,-24,-34,-18,-13,3,8,-37,-42,-45,-21,-15,-55,-26,-12,-30
12/08/2009,16,15,0.79375,-20,-36,-44,-72,-47,-12,-2,-42,-25,-40,-49,-49,-2,15,-23,-31,-34,-45,-23,-17,8,-7,-20,-3,-13,-13,-57,-37,-17,15,-61,-50,-71,-80,-59,-46,-19,-42,-52,-13,-61,32,-28,18,-31,17,-48,-41,-31,-39,-49,-26,-19,-3,5,-51,-56,-57,-21,-11,-63,-33,-7,-37
12/08/2009,16,15,0.8,-61,-64,-66,-99,-69,-27,-7,-69,-45,-55,-67,-60,-11,15,-34,-45,-47,-54,-29,-19,6,-43,-26,-6,-58,-56,-69,-41,-8,-19,-76,-68,-82,-89,-68,-56,-27,-33,-63,-17,-52,14,-24,15,-42,-6,-67,-60,-49,-53,-52,-34,-28,-12,-5,-66,-73,-67,-33,-22,-79,-42,-6,-38
12/08/2009,16,15,0.80625,-60,-67,-68,-98,-67,-33,-21,-67,-51,-59,-68,-61,-24,-7,-56,-55,-53,-59,-36,-30,-14,-30,-24,-5,-44,-46,-65,-38,-17,-14,-60,-64,-77,-83,-65,-57,-35,-42,-54,-42,-49,-20,-15,0,-43,-12,-60,-51,-40,-45,-46,-30,-25,-10,-4,-52,-58,-52,-24,-5,-81,-35,9,-17
12/08/2009,16,15,0.8125,-30,-39,-46,-85,-59,-37,-30,-25,-18,-35,-50,-47,-31,-21,-13,-20,-24,-31,-21,-21,-14,-7,-5,12,-6,-8,-48,-31,-11,36,-24,-48,-51,-63,-53,-42,-39,-46,-1,-42,17,4,1,10,12,-2,-6,-8,-1,-13,-21,-14,-16,-5,-6,-24,-27,-35,-18,-8,-62,-23,24,-12
12/08/2009,16,15,0.81875,-5,-31,-33,-73,-52,-44,-42,-11,-3,-25,-39,-51,-37,-26,12,-8,-14,-26,-22,-31,-24,-12,-8,7,-12,-13,-54,-40,-17,35,-35,-60,-59,-71,-62,-53,-54,-53,-7,-41,-16,-17,-7,8,1,-13,-21,-20,-9,-23,-26,-24,-25,-17,-13,-36,-35,-40,-25,-21,-47,-20,24,-12
12/08/2009,16,15,0.825,-33,-52,-49,-77,-52,-46,-45,-51,-25,-37,-40,-51,-44,-27,-10,-26,-25,-30,-23,-32,-25,-2,-8,10,-8,-10,-49,-29,-13,23,-39,-44,-54,-61,-50,-42,-29,-39,-23,-33,-17,-29,2,6,7,3,-18,-7,2,-11,-17,-13,-16,-10,-7,-12,-15,-25,-16,-21,-33,-14,23,-6
12/08/2009,16,15,0.83125,-18,-36,-33,-64,-37,-21,-14,-23,-7,-23,-31,-30,-27,-14,16,-5,-12,-18,-13,-24,-22,20,11,29,22,18,-26,-3,5,57,-6,-18,-31,-40,-27,-13,5,-10,13,-15,22,-3,24,14,20,-4,1,11,18,-4,-13,-19,-25,-24,-27,-5,-10,-31,-34,-37,-25,-11,23,0
12/08/2009,16,15,0.8375,9,-13,-12,-37,-11,5,6,-2,13,-8,-15,-19,-8,-1,22,2,-4,-11,-9,-20,-20,16,15,28,15,14,-23,1,5,51,-12,-11,-30,-33,-18,-7,12,-2,6,-6,15,20,-5,6,-2,-12,-14,-2,7,-16,-23,-27,-31,-29,-32,-24,-24,-42,-43,-43,-36,-18,16,-7
12/08/2009,16,15,0.84375,-14,-26,-18,-38,-15,7,10,-18,-5,-22,-25,-29,-3,11,3,-17,-16,-25,-16,-16,-12,-11,-8,5,-11,-12,-36,-12,-18,17,-41,-17,-42,-39,-24,-15,12,-12,-26,2,-44,34,-2,-12,-6,-6,-21,-12,-2,-22,-29,-20,-21,-12,-11,-27,-31,-37,-21,-16,-45,-18,15,-6
12/08/2009,16,15,0.85,-20,-22,-18,-37,-11,11,14,-38,-18,-25,-30,-23,5,16,-10,-26,-24,-32,-16,-8,-6,27,12,24,22,18,-26,-1,24,38,-10,-16,-30,-30,-21,-9,6,-16,-19,-9,-17,5,8,18,13,-4,-20,-24,-15,-32,-40,-30,-30,-25,-30,-33,-41,-49,-32,-34,-53,-22,6,-17
12/08/2009,16,15,0.85625,-10,-21,-21,-36,-14,-2,-6,-42,-27,-33,-40,-34,-9,-5,-26,-32,-33,-42,-26,-24,-26,8,8,23,7,7,-27,-8,10,42,-18,-18,-31,-29,-22,-16,-6,-35,-13,-29,-8,-24,-9,7,7,-21,-25,-24,-16,-25,-32,-26,-27,-25,-36,-35,-39,-38,-29,-35,-56,-29,-11,-24
12/08/2009,16,15,0.8625,-14,-14,-10,-24,-9,2,1,-32,-14,-16,-24,-26,-4,1,-14,-16,-14,-20,-7,-12,-11,16,19,35,13,12,-4,7,21,49,-17,-5,-15,-13,-7,-2,15,-16,-20,-10,-17,1,-10,6,0,1,-28,-20,-8,-18,-20,-10,-13,-9,-16,-37,-39,-32,-16,-17,-52,-21,-8,-8
12/08/2009,16,15,0.86875,-20,-17,-12,-25,-13,6,10,-35,-11,-14,-21,-24,-5,1,-14,-19,-13,-21,-10,-15,-13,25,21,34,21,20,-7,9,28,41,-12,-11,-20,-18,-12,-3,14,-15,-15,-16,-12,-27,-12,10,-2,-12,-27,-26,-10,-33,-30,-27,-30,-29,-33,-54,-51,-54,-40,-45,-59,-27,-4,-3
12/08/2009,16,15,0.875,-7,-10,-8,-22,-18,-3,-4,-21,-5,-16,-26,-33,-15,-16,-13,-22,-21,-32,-25,-34,-32,25,4,15,22,21,-22,-6,6,37,-16,-15,-26,-28,-23,-14,-3,-34,-7,-28,-8,-21,-16,6,-2,-33,-39,-29,-12,-35,-42,-36,-39,-37,-41,-52,-51,-56,-50,-58,-70,-42,-11,-11
12/08/2009,16,15,0.88125,-6,-16,-16,-34,-29,-11,-10,-20,-8,-24,-34,-41,-14,-5,-10,-21,-23,-37,-26,-32,-18,16,-5,6,18,16,-35,-20,-6,41,-12,-29,-34,-40,-35,-23,-17,-34,-2,-24,-8,5,-3,-26,-8,-19,-45,-28,-15,-34,-42,-30,-30,-24,-20,-54,-54,-54,-39,-36,-76,-51,-20,-21
12/08/2009,16,15,0.8875,-12,-22,-20,-39,-31,-18,-16,-18,-8,-23,-33,-37,-16,-5,-6,-20,-25,-36,-23,-26,-12,-7,-10,3,3,2,-43,-25,-6,26,-22,-36,-43,-42,-37,-30,-24,-31,-21,-32,1,-29,-10,-3,-8,-22,-40,-32,-15,-35,-43,-29,-28,-21,-13,-52,-53,-58,-35,-35,-72,-47,-18,-15
12/08/2009,16,15,0.89375,-25,-35,-33,-45,-34,-26,-29,-25,-25,-35,-42,-50,-29,-25,-26,-38,-36,-41,-32,-33,-23,-7,-21,-5,-12,-13,-49,-29,-12,14,-45,-43,-56,-50,-41,-40,-33,-41,-28,-42,-27,-21,-26,25,-12,-11,-42,-41,-29,-47,-53,-40,-36,-27,-23,-57,-60,-63,-44,-44,-70,-38,-7,-4
12/08/2009,16,15,0.9,-44,-63,-51,-67,-51,-37,-34,-53,-42,-51,-61,-68,-41,-26,-33,-50,-46,-53,-45,-42,-26,-12,-22,1,-16,-16,-51,-30,-23,6,-57,-53,-63,-56,-45,-40,-34,-53,-42,-37,-32,-3,-4,-4,-7,-19,-39,-36,-27,-46,-49,-41,-37,-27,-25,-50,-53,-60,-44,-40,-68,-35,-4,-3
12/08/2009,16,15,0.90625,-44,-49,-34,-56,-34,-26,-25,-46,-22,-27,-36,-47,-28,-14,-14,-24,-23,-31,-25,-27,-14,-2,-6,20,-1,-2,-35,-18,4,13,-32,-38,-46,-39,-32,-30,-29,-59,-34,-34,-25,5,-4,-14,-9,-6,-42,-27,-10,-30,-30,-23,-19,-14,-11,-53,-53,-45,-24,-24,-61,-27,13,5
12/08/2009,16,15,0.9125,-32,-36,-24,-50,-24,-20,-22,-38,-17,-26,-30,-45,-23,-20,-23,-27,-22,-26,-22,-26,-18,-4,-12,11,-2,-3,-41,-25,1,6,-39,-45,-51,-45,-39,-35,-29,-59,-41,-37,-52,-18,-39,-22,-33,-18,-64,-50,-32,-46,-42,-33,-31,-32,-36,-72,-74,-57,-36,-42,-62,-29,20,10
12/08/2009,16,15,0.91875,-60,-64,-46,-62,-41,-24,-28,-78,-51,-54,-52,-59,-36,-33,-55,-58,-49,-49,-43,-46,-36,-7,-16,-3,-16,-17,-50,-30,-15,-14,-62,-55,-67,-60,-48,-41,-27,-48,-59,-40,-44,-8,-44,11,-38,-39,-68,-64,-48,-60,-58,-46,-42,-41,-45,-69,-73,-66,-41,-52,-72,-42,7,-6
12/08/2009,16,15,0.925,-68,-69,-54,-61,-40,-18,-19,-79,-60,-56,-50,-45,-21,-8,-57,-58,-52,-51,-33,-32,-15,1,-7,10,-29,-30,-34,-15,-1,-15,-45,-35,-51,-39,-26,-24,-17,-47,-47,-32,-39,7,-20,24,-23,-18,-54,-49,-39,-46,-48,-32,-25,-18,-21,-64,-70,-65,-34,-49,-79,-50,-2,-21
